Hour,Day_Type,Weather,Location,Local_Event,Demand_Score,Price_Multiplier
4,Weekday,Rainy,Madhapur,1,10,1.9
22,Weekday,Sunny,Kukatpally,1,4,1.19
1,Weekday,Windy,Madhapur,0,2,1.02
5,Weekend,Sunny,Banjara Hills,1,9,2.08
15,Weekend,Sunny,Hitech City,0,5,1.39
10,Weekday,Sunny,Hitech City,0,5,1.31
11,Weekend,Rainy,Hitech City,1,11,1.92
1,Weekend,Cloudy,Kukatpally,1,8,1.76
4,Weekend,Windy,Madhapur,0,3,1.38
12,Weekday,Rainy,Banjara Hills,0,9,2.31
18,Weekday,Sunny,Madhapur,0,4,1.36
8,Weekday,Sunny,Hitech City,0,4,1.31
13,Weekend,Windy,Hitech City,1,12,2.29
6,Weekday,Cloudy,Kukatpally,0,3,1.29
22,Weekday,Windy,Hitech City,0,4,1.13
3,Weekend,Rainy,Dilsukhnagar,0,6,1.73
6,Weekend,Windy,Madhapur,0,2,1.01
6,Weekend,Cloudy,Banjara Hills,0,4,1.3
3,Weekend,Rainy,Hitech City,0,6,1.76
20,Weekday,Windy,Madhapur,1,10,1.84
5,Weekday,Cloudy,Madhapur,1,8,1.7
3,Weekday,Sunny,Banjara Hills,0,4,1.21
14,Weekend,Sunny,Madhapur,1,9,1.88
12,Weekend,Cloudy,Kukatpally,1,11,2.25
5,Weekday,Rainy,Hitech City,0,5,1.22
18,Weekend,Windy,Banjara Hills,1,8,1.64
21,Weekday,Windy,Kukatpally,0,6,1.58
2,Weekend,Cloudy,Hitech City,0,6,1.61
22,Weekday,Windy,Banjara Hills,1,7,1.67
20,Weekend,Rainy,Dilsukhnagar,0,7,1.66
5,Weekend,Windy,Banjara Hills,0,6,1.53
10,Weekend,Sunny,Dilsukhnagar,0,6,1.56
7,Weekday,Windy,Kukatpally,1,3,1.36
14,Weekend,Sunny,Kukatpally,0,4,1.22
1,Weekday,Sunny,Dilsukhnagar,1,4,1.3
14,Weekend,Cloudy,Hitech City,0,10,2.03
19,Weekend,Cloudy,Kukatpally,0,5,1.33
7,Weekday,Cloudy,Madhapur,1,7,1.68
1,Weekday,Windy,Banjara Hills,1,5,1.18
6,Weekday,Sunny,Kukatpally,0,3,1.35
6,Weekend,Sunny,Kukatpally,0,1,1.05
14,Weekend,Rainy,Kukatpally,0,7,1.62
13,Weekend,Rainy,Dilsukhnagar,0,8,1.44
21,Weekend,Windy,Kukatpally,0,6,1.56
10,Weekend,Windy,Banjara Hills,0,8,1.64
23,Weekend,Cloudy,Dilsukhnagar,0,3,1.16
22,Weekend,Cloudy,Banjara Hills,0,6,1.68
11,Weekend,Windy,Dilsukhnagar,1,7,1.72
16,Weekday,Sunny,Kukatpally,0,0,1.03
6,Weekend,Rainy,Madhapur,1,9,2.39
22,Weekend,Rainy,Dilsukhnagar,0,6,1.73
3,Weekday,Windy,Banjara Hills,1,5,1.38
12,Weekend,Cloudy,Dilsukhnagar,0,5,1.32
6,Weekend,Rainy,Madhapur,0,6,1.52
5,Weekday,Rainy,Banjara Hills,0,8,1.42
8,Weekend,Rainy,Banjara Hills,1,11,2.03
22,Weekday,Sunny,Banjara Hills,1,5,1.33
20,Weekend,Windy,Dilsukhnagar,1,7,1.71
10,Weekday,Rainy,Dilsukhnagar,0,6,1.57
17,Weekend,Sunny,Madhapur,0,3,1.3
10,Weekend,Cloudy,Banjara Hills,1,9,1.88
11,Weekend,Rainy,Dilsukhnagar,0,4,1.3
10,Weekend,Sunny,Kukatpally,1,8,1.41
16,Weekend,Windy,Kukatpally,0,3,1.37
6,Weekend,Sunny,Hitech City,0,3,1.29
6,Weekday,Windy,Hitech City,0,5,1.29
2,Weekday,Sunny,Kukatpally,1,3,1.13
1,Weekday,Cloudy,Dilsukhnagar,0,2,1.08
13,Weekend,Windy,Kukatpally,1,9,1.81
21,Weekday,Sunny,Dilsukhnagar,0,3,1.31
2,Weekend,Sunny,Madhapur,1,5,1.18
14,Weekend,Windy,Hitech City,1,10,2.17
4,Weekend,Cloudy,Banjara Hills,1,9,2.47
0,Weekday,Sunny,Hitech City,0,5,1.26
2,Weekend,Rainy,Madhapur,0,8,1.76
16,Weekday,Rainy,Banjara Hills,0,7,1.48
5,Weekday,Windy,Dilsukhnagar,0,2,1.03
8,Weekday,Rainy,Dilsukhnagar,1,10,2.05
21,Weekday,Sunny,Madhapur,0,5,1.2
14,Weekend,Cloudy,Dilsukhnagar,0,7,1.72
13,Weekday,Sunny,Madhapur,0,5,1.31
20,Weekend,Cloudy,Madhapur,0,8,1.75
14,Weekend,Cloudy,Madhapur,1,9,1.92
19,Weekday,Cloudy,Banjara Hills,0,8,1.69
20,Weekday,Sunny,Hitech City,0,8,1.71
6,Weekday,Cloudy,Dilsukhnagar,1,5,1.21
7,Weekend,Rainy,Kukatpally,0,7,1.55
0,Weekday,Rainy,Dilsukhnagar,0,6,1.46
18,Weekday,Windy,Madhapur,0,2,1.05
7,Weekday,Cloudy,Madhapur,0,2,1.03
16,Weekend,Windy,Kukatpally,1,4,1.11
20,Weekend,Sunny,Dilsukhnagar,1,9,2.21
18,Weekday,Windy,Kukatpally,1,3,1.25
12,Weekday,Windy,Madhapur,1,10,2.35
19,Weekday,Rainy,Kukatpally,0,7,1.43
20,Weekend,Rainy,Banjara Hills,0,10,2.05
22,Weekday,Rainy,Kukatpally,1,6,1.59
15,Weekend,Rainy,Dilsukhnagar,0,7,1.41
1,Weekday,Rainy,Banjara Hills,0,6,1.42
8,Weekday,Windy,Dilsukhnagar,0,4,1.38
6,Weekend,Windy,Kukatpally,0,2,1.07
19,Weekday,Rainy,Dilsukhnagar,1,10,2.31
10,Weekend,Sunny,Banjara Hills,1,11,1.89
0,Weekday,Windy,Banjara Hills,0,3,1.24
19,Weekday,Sunny,Hitech City,1,9,2.43
17,Weekday,Windy,Dilsukhnagar,1,5,1.36
22,Weekend,Rainy,Kukatpally,1,9,2.21
23,Weekday,Windy,Banjara Hills,1,8,1.71
2,Weekend,Windy,Madhapur,0,2,1.04
0,Weekday,Sunny,Kukatpally,0,2,0.98
3,Weekday,Windy,Dilsukhnagar,1,5,1.36
13,Weekend,Cloudy,Kukatpally,0,8,1.62
17,Weekend,Rainy,Madhapur,1,10,2.49
18,Weekend,Windy,Banjara Hills,0,4,1.23
22,Weekday,Sunny,Banjara Hills,1,7,1.72
19,Weekday,Rainy,Kukatpally,0,6,1.73
15,Weekend,Sunny,Hitech City,1,7,1.55
19,Weekday,Windy,Kukatpally,1,6,1.78
5,Weekend,Windy,Hitech City,0,5,1.16
19,Weekday,Rainy,Hitech City,1,12,2.26
5,Weekday,Cloudy,Kukatpally,1,7,1.56
6,Weekday,Sunny,Hitech City,1,7,1.54
8,Weekday,Rainy,Kukatpally,1,8,1.5
13,Weekday,Sunny,Dilsukhnagar,1,8,1.78
16,Weekend,Cloudy,Kukatpally,1,8,1.71
10,Weekend,Windy,Dilsukhnagar,0,6,1.45
2,Weekend,Rainy,Banjara Hills,1,12,2.47
16,Weekday,Cloudy,Banjara Hills,1,6,1.56
23,Weekend,Sunny,Dilsukhnagar,0,4,1.19
6,Weekend,Rainy,Banjara Hills,1,10,1.96
7,Weekend,Rainy,Banjara Hills,0,7,1.73
11,Weekday,Sunny,Hitech City,0,5,1.28
17,Weekday,Windy,Madhapur,1,7,1.76
18,Weekend,Windy,Banjara Hills,1,9,1.96
18,Weekday,Sunny,Dilsukhnagar,1,6,1.78
1,Weekend,Windy,Banjara Hills,1,6,1.68
14,Weekend,Sunny,Hitech City,0,9,2.21
10,Weekend,Cloudy,Banjara Hills,1,10,1.99
19,Weekend,Cloudy,Banjara Hills,1,13,1.95
22,Weekend,Cloudy,Kukatpally,1,8,1.47
4,Weekday,Sunny,Madhapur,0,4,1.36
6,Weekday,Rainy,Kukatpally,0,4,1.23
4,Weekend,Windy,Madhapur,1,5,1.22
22,Weekday,Sunny,Banjara Hills,1,8,1.74
3,Weekend,Cloudy,Madhapur,1,8,1.62
8,Weekend,Sunny,Kukatpally,0,5,1.36
19,Weekday,Rainy,Madhapur,1,12,2.27
15,Weekend,Sunny,Kukatpally,1,7,1.65
4,Weekday,Cloudy,Kukatpally,1,4,1.12
10,Weekday,Cloudy,Madhapur,1,9,2.22
12,Weekend,Windy,Madhapur,1,11,1.92
0,Weekday,Rainy,Madhapur,0,5,1.15
3,Weekday,Sunny,Kukatpally,0,0,1.05
16,Weekday,Sunny,Madhapur,0,1,1.03
12,Weekend,Rainy,Banjara Hills,1,15,2.24
4,Weekday,Sunny,Hitech City,1,7,1.75
14,Weekend,Windy,Banjara Hills,0,9,2.24
20,Weekend,Cloudy,Madhapur,1,10,2.36
14,Weekend,Cloudy,Kukatpally,1,9,2.01
0,Weekday,Cloudy,Madhapur,1,5,1.31
15,Weekend,Cloudy,Hitech City,1,9,2.22
0,Weekend,Rainy,Kukatpally,1,10,1.97
22,Weekend,Windy,Banjara Hills,1,6,1.57
7,Weekend,Cloudy,Dilsukhnagar,1,8,1.48
2,Weekday,Rainy,Madhapur,0,7,1.65
8,Weekend,Rainy,Madhapur,0,8,1.42
17,Weekday,Rainy,Hitech City,1,10,1.89
14,Weekday,Rainy,Hitech City,0,8,1.6
10,Weekend,Cloudy,Kukatpally,1,10,2.29
1,Weekend,Sunny,Banjara Hills,0,5,1.33
2,Weekend,Rainy,Banjara Hills,1,12,2.38
3,Weekday,Windy,Kukatpally,0,0,0.94
23,Weekday,Rainy,Kukatpally,1,8,1.77
5,Weekday,Sunny,Madhapur,1,6,1.48
1,Weekday,Sunny,Banjara Hills,1,7,1.41
8,Weekday,Windy,Banjara Hills,0,4,1.27
22,Weekend,Rainy,Madhapur,0,6,1.46
2,Weekend,Sunny,Hitech City,1,7,1.68
3,Weekday,Windy,Banjara Hills,1,7,1.72
14,Weekday,Sunny,Kukatpally,1,7,1.5
1,Weekend,Windy,Dilsukhnagar,1,7,1.48
5,Weekend,Cloudy,Kukatpally,1,6,1.43
4,Weekend,Cloudy,Madhapur,1,9,1.8
20,Weekend,Rainy,Hitech City,1,13,2.02
2,Weekend,Rainy,Dilsukhnagar,1,8,1.65
10,Weekend,Cloudy,Hitech City,0,6,1.42
4,Weekday,Sunny,Banjara Hills,0,5,1.16
1,Weekend,Windy,Dilsukhnagar,1,4,1.21
19,Weekday,Sunny,Banjara Hills,1,8,1.59
20,Weekday,Cloudy,Dilsukhnagar,1,9,2.36
1,Weekend,Sunny,Hitech City,1,6,1.78
16,Weekday,Sunny,Banjara Hills,1,6,1.48
21,Weekday,Rainy,Dilsukhnagar,1,9,2.34
18,Weekend,Windy,Kukatpally,0,2,1.06
17,Weekend,Cloudy,Banjara Hills,1,9,2.43
17,Weekend,Cloudy,Kukatpally,1,7,1.64
18,Weekday,Windy,Dilsukhnagar,1,5,1.39
14,Weekend,Sunny,Hitech City,1,9,2.16
9,Weekday,Cloudy,Banjara Hills,0,7,1.41
22,Weekend,Rainy,Hitech City,0,9,2.05
4,Weekend,Cloudy,Dilsukhnagar,0,3,1.18
9,Weekday,Windy,Dilsukhnagar,0,2,1.04
15,Weekday,Windy,Dilsukhnagar,0,2,0.91
18,Weekend,Sunny,Hitech City,1,8,1.75
13,Weekend,Sunny,Banjara Hills,0,9,1.84
16,Weekday,Cloudy,Dilsukhnagar,0,3,1.25
7,Weekday,Sunny,Kukatpally,1,3,1.17
9,Weekend,Rainy,Banjara Hills,1,11,2.13
23,Weekday,Windy,Madhapur,0,4,1.25
22,Weekday,Rainy,Kukatpally,0,6,1.56
18,Weekday,Rainy,Banjara Hills,0,7,1.71
10,Weekday,Sunny,Kukatpally,1,7,1.54
10,Weekend,Sunny,Madhapur,0,6,1.65
14,Weekday,Windy,Hitech City,0,6,1.67
4,Weekday,Sunny,Hitech City,0,3,1.36
9,Weekday,Cloudy,Hitech City,1,11,2.13
10,Weekday,Rainy,Banjara Hills,1,13,2.24
4,Weekday,Windy,Dilsukhnagar,0,2,0.93
9,Weekday,Cloudy,Hitech City,1,8,1.43
21,Weekend,Cloudy,Hitech City,0,9,2.41
20,Weekend,Rainy,Kukatpally,0,9,2.14
19,Weekday,Rainy,Banjara Hills,1,11,1.83
16,Weekend,Cloudy,Kukatpally,1,6,1.41
21,Weekend,Cloudy,Madhapur,0,8,1.72
20,Weekend,Windy,Hitech City,1,10,1.91
12,Weekday,Sunny,Kukatpally,0,6,1.5
4,Weekend,Cloudy,Dilsukhnagar,1,8,1.62
6,Weekday,Rainy,Banjara Hills,1,9,2.1
4,Weekday,Cloudy,Hitech City,0,4,1.2
4,Weekday,Cloudy,Kukatpally,1,6,1.58
20,Weekend,Rainy,Banjara Hills,0,10,1.93
19,Weekend,Rainy,Dilsukhnagar,0,8,1.67
11,Weekday,Windy,Banjara Hills,1,7,1.47
12,Weekend,Windy,Banjara Hills,0,7,1.49
13,Weekday,Cloudy,Kukatpally,0,5,1.33
2,Weekday,Windy,Dilsukhnagar,1,5,1.36
7,Weekend,Windy,Hitech City,1,8,1.56
23,Weekday,Sunny,Kukatpally,1,3,1.36
7,Weekend,Sunny,Dilsukhnagar,1,4,1.16
14,Weekend,Cloudy,Madhapur,1,10,2.1
19,Weekday,Rainy,Kukatpally,1,9,2.31
3,Weekday,Rainy,Kukatpally,1,8,1.58
5,Weekend,Rainy,Kukatpally,0,6,1.53
20,Weekday,Sunny,Hitech City,0,8,1.65
2,Weekend,Rainy,Kukatpally,1,7,1.71
10,Weekday,Rainy,Banjara Hills,0,7,1.57
9,Weekend,Cloudy,Banjara Hills,0,7,1.78
0,Weekend,Sunny,Kukatpally,1,7,1.62
0,Weekend,Rainy,Banjara Hills,1,12,2.09
2,Weekday,Rainy,Dilsukhnagar,1,7,1.42
4,Weekday,Cloudy,Hitech City,0,3,1.3
19,Weekend,Cloudy,Hitech City,0,7,1.57
5,Weekday,Cloudy,Dilsukhnagar,0,4,1.32
11,Weekday,Sunny,Madhapur,1,6,1.76
2,Weekend,Sunny,Madhapur,1,6,1.45
8,Weekend,Windy,Dilsukhnagar,0,4,1.28
3,Weekday,Windy,Dilsukhnagar,1,6,1.64
10,Weekend,Cloudy,Banjara Hills,1,12,2.14
5,Weekday,Cloudy,Banjara Hills,0,3,1.11
20,Weekday,Rainy,Dilsukhnagar,1,12,1.83
11,Weekday,Sunny,Banjara Hills,1,7,1.72
9,Weekend,Cloudy,Hitech City,0,8,1.54
23,Weekday,Rainy,Banjara Hills,1,10,2.45
15,Weekend,Sunny,Banjara Hills,1,7,1.65
17,Weekend,Windy,Kukatpally,0,3,1.27
21,Weekend,Sunny,Banjara Hills,1,11,1.85
4,Weekend,Sunny,Madhapur,1,6,1.63
12,Weekday,Sunny,Madhapur,1,7,1.51
2,Weekend,Rainy,Madhapur,1,10,1.95
9,Weekday,Sunny,Madhapur,0,4,1.37
14,Weekday,Windy,Dilsukhnagar,0,4,1.2
15,Weekend,Cloudy,Banjara Hills,0,5,1.16
1,Weekend,Windy,Dilsukhnagar,0,1,0.96
1,Weekday,Cloudy,Kukatpally,0,1,1.0
21,Weekend,Sunny,Dilsukhnagar,1,8,1.53
6,Weekend,Cloudy,Dilsukhnagar,1,8,1.67
8,Weekday,Rainy,Madhapur,0,6,1.78
17,Weekday,Rainy,Dilsukhnagar,1,8,1.51
22,Weekend,Rainy,Banjara Hills,0,8,1.65
10,Weekend,Sunny,Banjara Hills,0,8,1.76
1,Weekday,Windy,Hitech City,0,5,1.22
22,Weekend,Cloudy,Madhapur,1,7,1.69
21,Weekday,Windy,Dilsukhnagar,0,3,1.34
22,Weekend,Sunny,Kukatpally,1,7,1.59
7,Weekday,Cloudy,Madhapur,1,6,1.68
21,Weekend,Cloudy,Kukatpally,1,8,1.43
3,Weekend,Windy,Kukatpally,0,3,1.33
19,Weekday,Sunny,Kukatpally,0,5,1.27
2,Weekend,Windy,Kukatpally,1,5,1.29
17,Weekday,Windy,Kukatpally,0,2,0.94
22,Weekend,Windy,Dilsukhnagar,1,5,1.15
21,Weekday,Windy,Hitech City,1,10,2.19
14,Weekday,Cloudy,Kukatpally,0,4,1.31
19,Weekend,Cloudy,Kukatpally,0,5,1.17
4,Weekday,Rainy,Banjara Hills,1,10,2.07
18,Weekend,Rainy,Banjara Hills,1,11,2.2
21,Weekend,Windy,Madhapur,0,5,1.28
16,Weekend,Rainy,Madhapur,0,7,1.76
1,Weekday,Cloudy,Hitech City,1,6,1.49
22,Weekend,Cloudy,Kukatpally,1,8,1.57
6,Weekday,Windy,Banjara Hills,0,5,1.35
11,Weekend,Rainy,Madhapur,0,6,1.4
20,Weekday,Rainy,Kukatpally,1,10,1.86
20,Weekend,Windy,Dilsukhnagar,1,8,1.58
13,Weekend,Windy,Madhapur,0,6,1.57
0,Weekend,Rainy,Dilsukhnagar,1,10,2.45
18,Weekend,Sunny,Hitech City,1,8,1.45
15,Weekday,Rainy,Dilsukhnagar,1,9,2.16
16,Weekday,Rainy,Kukatpally,0,5,1.28
10,Weekday,Windy,Kukatpally,1,7,1.57
9,Weekend,Rainy,Hitech City,1,13,1.84
15,Weekday,Sunny,Madhapur,0,3,1.25
4,Weekday,Cloudy,Madhapur,0,4,1.18
8,Weekday,Sunny,Dilsukhnagar,0,3,1.3
11,Weekday,Cloudy,Banjara Hills,1,7,1.72
1,Weekend,Sunny,Banjara Hills,0,6,1.7
13,Weekend,Rainy,Kukatpally,0,8,1.63
11,Weekday,Cloudy,Hitech City,0,4,1.24
15,Weekend,Windy,Dilsukhnagar,0,4,1.31
12,Weekend,Cloudy,Banjara Hills,1,10,2.0
14,Weekend,Cloudy,Dilsukhnagar,0,5,1.38
20,Weekend,Windy,Dilsukhnagar,1,9,1.99
3,Weekend,Windy,Kukatpally,0,2,1.0
21,Weekday,Cloudy,Dilsukhnagar,0,4,1.35
0,Weekend,Sunny,Dilsukhnagar,0,4,1.21
23,Weekend,Cloudy,Banjara Hills,0,4,1.29
1,Weekday,Sunny,Hitech City,0,3,1.21
20,Weekday,Sunny,Banjara Hills,1,10,2.13
2,Weekend,Cloudy,Kukatpally,1,7,1.46
2,Weekend,Sunny,Kukatpally,1,6,1.8
8,Weekend,Rainy,Kukatpally,0,9,2.49
6,Weekend,Rainy,Kukatpally,0,5,1.26
13,Weekday,Sunny,Kukatpally,1,6,1.41
2,Weekend,Windy,Hitech City,1,7,1.66
0,Weekday,Windy,Madhapur,0,3,1.37
18,Weekday,Windy,Kukatpally,1,6,1.74
2,Weekday,Sunny,Kukatpally,1,3,1.27
11,Weekend,Cloudy,Kukatpally,0,2,0.97
10,Weekday,Windy,Madhapur,0,4,1.27
12,Weekday,Cloudy,Kukatpally,0,6,1.59
20,Weekend,Rainy,Banjara Hills,0,10,1.82
18,Weekday,Windy,Kukatpally,0,2,1.0
14,Weekday,Sunny,Madhapur,0,6,1.72
1,Weekend,Sunny,Banjara Hills,1,7,1.7
7,Weekday,Sunny,Banjara Hills,1,5,1.24
19,Weekday,Rainy,Banjara Hills,0,9,2.24
9,Weekday,Windy,Dilsukhnagar,0,2,1.06
3,Weekday,Windy,Dilsukhnagar,0,0,1.06
13,Weekend,Windy,Madhapur,0,6,1.53
6,Weekday,Rainy,Madhapur,0,4,1.18
13,Weekday,Cloudy,Dilsukhnagar,0,7,1.5
18,Weekday,Rainy,Hitech City,1,9,1.81
15,Weekday,Sunny,Hitech City,0,2,1.04
18,Weekend,Windy,Kukatpally,0,2,0.93
8,Weekend,Windy,Banjara Hills,0,5,1.28
22,Weekend,Sunny,Madhapur,1,8,1.4
7,Weekday,Sunny,Dilsukhnagar,0,2,1.07
17,Weekday,Windy,Banjara Hills,1,5,1.16
4,Weekend,Windy,Banjara Hills,0,3,1.12
11,Weekend,Rainy,Kukatpally,1,9,2.23
14,Weekday,Sunny,Hitech City,0,6,1.71
15,Weekday,Sunny,Banjara Hills,1,7,1.57
23,Weekend,Rainy,Hitech City,1,10,1.87
23,Weekend,Rainy,Kukatpally,0,4,1.24
15,Weekday,Windy,Banjara Hills,0,5,1.15
11,Weekday,Windy,Banjara Hills,1,7,1.48
4,Weekday,Sunny,Madhapur,0,1,1.07
14,Weekend,Rainy,Madhapur,0,10,2.22
20,Weekday,Rainy,Hitech City,1,14,2.4
6,Weekend,Windy,Madhapur,0,5,1.32
7,Weekday,Cloudy,Kukatpally,0,2,1.08
0,Weekend,Sunny,Hitech City,1,6,1.57
12,Weekend,Sunny,Kukatpally,1,8,1.43
0,Weekend,Rainy,Banjara Hills,1,11,1.97
2,Weekday,Windy,Madhapur,0,4,1.36
23,Weekday,Windy,Kukatpally,0,3,1.16
11,Weekend,Sunny,Hitech City,1,8,1.61
9,Weekend,Cloudy,Dilsukhnagar,0,4,1.29
10,Weekday,Cloudy,Hitech City,0,8,1.55
19,Weekday,Cloudy,Madhapur,0,5,1.27
6,Weekday,Cloudy,Banjara Hills,0,6,1.69
18,Weekday,Rainy,Madhapur,1,9,2.15
13,Weekend,Sunny,Hitech City,1,11,2.12
16,Weekday,Windy,Dilsukhnagar,1,6,1.65
21,Weekday,Rainy,Kukatpally,0,6,1.56
5,Weekend,Sunny,Hitech City,0,5,1.13
4,Weekend,Rainy,Banjara Hills,0,8,1.57
21,Weekday,Windy,Madhapur,1,10,2.32
0,Weekend,Rainy,Hitech City,0,7,1.73
16,Weekend,Windy,Dilsukhnagar,1,6,1.59
21,Weekend,Windy,Madhapur,0,7,1.47
8,Weekday,Windy,Madhapur,1,6,1.46
9,Weekend,Rainy,Dilsukhnagar,0,8,1.47
5,Weekday,Rainy,Banjara Hills,0,5,1.4
18,Weekday,Windy,Madhapur,1,5,1.16
22,Weekday,Cloudy,Madhapur,0,4,1.23
5,Weekend,Sunny,Hitech City,1,9,2.34
14,Weekend,Rainy,Hitech City,1,14,2.13
9,Weekday,Windy,Madhapur,0,6,1.76
4,Weekday,Cloudy,Hitech City,1,7,1.58
2,Weekend,Sunny,Dilsukhnagar,0,2,1.06
8,Weekday,Sunny,Hitech City,1,7,1.79
12,Weekday,Windy,Madhapur,0,6,1.56
22,Weekend,Cloudy,Kukatpally,1,5,1.19
11,Weekend,Windy,Dilsukhnagar,0,2,1.05
14,Weekend,Windy,Madhapur,0,8,1.69
13,Weekday,Sunny,Banjara Hills,0,7,1.59
16,Weekend,Sunny,Dilsukhnagar,1,4,1.1
20,Weekend,Windy,Banjara Hills,1,10,1.94
12,Weekend,Windy,Hitech City,1,11,2.15
23,Weekend,Rainy,Hitech City,0,7,1.51
20,Weekend,Sunny,Madhapur,1,9,2.14
22,Weekday,Sunny,Hitech City,1,8,1.8
2,Weekend,Windy,Dilsukhnagar,1,6,1.65
15,Weekday,Cloudy,Dilsukhnagar,0,3,1.15
1,Weekday,Cloudy,Kukatpally,0,3,1.15
8,Weekend,Windy,Madhapur,0,6,1.52
20,Weekday,Rainy,Banjara Hills,0,9,2.18
10,Weekend,Cloudy,Madhapur,0,7,1.73
0,Weekday,Cloudy,Madhapur,1,8,1.54
5,Weekday,Rainy,Banjara Hills,0,6,1.72
17,Weekday,Windy,Kukatpally,0,0,1.06
0,Weekend,Cloudy,Madhapur,1,7,1.73
19,Weekend,Rainy,Madhapur,0,8,1.49
22,Weekday,Rainy,Madhapur,0,5,1.14
2,Weekend,Sunny,Hitech City,0,6,1.7
1,Weekday,Sunny,Hitech City,0,5,1.14
8,Weekday,Sunny,Madhapur,0,3,1.33
19,Weekday,Rainy,Banjara Hills,1,11,1.86
23,Weekend,Cloudy,Madhapur,0,4,1.25
2,Weekday,Sunny,Dilsukhnagar,0,1,1.09
5,Weekday,Sunny,Banjara Hills,1,7,1.68
5,Weekend,Sunny,Banjara Hills,1,9,2.1
16,Weekday,Windy,Hitech City,1,5,1.24
16,Weekday,Windy,Madhapur,1,4,1.12
15,Weekday,Windy,Madhapur,1,6,1.67
14,Weekday,Windy,Madhapur,1,8,1.74
15,Weekend,Rainy,Hitech City,1,9,2.08
16,Weekday,Sunny,Banjara Hills,1,8,1.68
3,Weekday,Sunny,Madhapur,0,3,1.16
12,Weekday,Rainy,Kukatpally,1,11,2.34
18,Weekend,Windy,Madhapur,1,8,1.8
16,Weekend,Rainy,Kukatpally,0,4,1.18
15,Weekday,Rainy,Hitech City,0,5,1.35
15,Weekday,Rainy,Kukatpally,1,7,1.52
19,Weekday,Sunny,Dilsukhnagar,1,9,1.94
21,Weekend,Windy,Dilsukhnagar,1,9,2.37
17,Weekday,Sunny,Kukatpally,0,3,1.24
12,Weekend,Windy,Hitech City,0,7,1.62
9,Weekday,Windy,Kukatpally,0,4,1.31
15,Weekday,Windy,Dilsukhnagar,1,6,1.62
5,Weekday,Windy,Madhapur,1,7,1.65
11,Weekend,Cloudy,Hitech City,0,4,1.14
11,Weekend,Sunny,Madhapur,1,5,1.23
11,Weekend,Cloudy,Hitech City,0,5,1.17
9,Weekday,Sunny,Madhapur,0,5,1.15
17,Weekend,Sunny,Kukatpally,1,7,1.51
22,Weekend,Sunny,Madhapur,1,8,1.53
3,Weekend,Sunny,Banjara Hills,1,9,2.15
21,Weekend,Rainy,Dilsukhnagar,1,12,2.48
6,Weekend,Sunny,Dilsukhnagar,0,3,1.18
9,Weekend,Rainy,Dilsukhnagar,0,6,1.64
8,Weekday,Windy,Kukatpally,0,4,1.34
20,Weekend,Cloudy,Kukatpally,1,9,2.09
8,Weekend,Rainy,Hitech City,0,11,1.95
23,Weekend,Cloudy,Dilsukhnagar,1,5,1.26
11,Weekend,Rainy,Banjara Hills,0,8,1.74
13,Weekend,Sunny,Banjara Hills,1,11,2.38
20,Weekday,Cloudy,Dilsukhnagar,0,7,1.5
4,Weekday,Sunny,Banjara Hills,1,8,1.59
13,Weekend,Sunny,Banjara Hills,0,8,1.45
8,Weekend,Rainy,Hitech City,1,11,1.84
2,Weekend,Cloudy,Hitech City,1,9,2.27
2,Weekend,Rainy,Banjara Hills,0,6,1.61
18,Weekend,Windy,Hitech City,0,3,1.33
10,Weekend,Windy,Banjara Hills,1,9,1.9
5,Weekday,Cloudy,Kukatpally,1,6,1.75
1,Weekend,Cloudy,Hitech City,1,10,2.13
7,Weekend,Rainy,Madhapur,1,10,2.37
0,Weekday,Sunny,Banjara Hills,1,8,1.52
22,Weekend,Sunny,Dilsukhnagar,0,4,1.22
12,Weekend,Cloudy,Hitech City,0,9,1.95
5,Weekend,Cloudy,Kukatpally,0,4,1.36
15,Weekend,Windy,Madhapur,1,5,1.35
22,Weekend,Sunny,Madhapur,1,7,1.58
0,Weekday,Rainy,Kukatpally,0,3,1.22
20,Weekend,Cloudy,Dilsukhnagar,0,5,1.15
16,Weekday,Windy,Madhapur,1,7,1.75
4,Weekend,Rainy,Dilsukhnagar,1,9,1.94
13,Weekend,Rainy,Kukatpally,1,11,1.81
0,Weekday,Sunny,Kukatpally,0,2,1.04
5,Weekday,Windy,Dilsukhnagar,1,5,1.14
11,Weekday,Sunny,Hitech City,1,8,1.73
15,Weekday,Rainy,Banjara Hills,0,7,1.52
15,Weekend,Rainy,Kukatpally,0,5,1.4
9,Weekday,Windy,Banjara Hills,1,8,1.41
8,Weekday,Windy,Banjara Hills,1,10,1.86
15,Weekday,Cloudy,Kukatpally,0,4,1.31
23,Weekend,Sunny,Hitech City,0,3,1.2
7,Weekend,Cloudy,Dilsukhnagar,0,2,0.95
19,Weekend,Cloudy,Kukatpally,1,9,2.48
17,Weekday,Rainy,Madhapur,0,7,1.77
14,Weekday,Sunny,Madhapur,1,8,1.5
10,Weekday,Rainy,Kukatpally,1,10,2.45
9,Weekend,Cloudy,Dilsukhnagar,1,10,2.42
10,Weekend,Rainy,Dilsukhnagar,1,9,1.93
1,Weekday,Rainy,Hitech City,1,10,1.91
14,Weekend,Sunny,Kukatpally,0,7,1.54
22,Weekend,Windy,Kukatpally,0,2,0.92
2,Weekday,Cloudy,Banjara Hills,0,5,1.27
